Name,Timestamp,Content,Comments,Retweets,Likes,Tags,Mentions,Tweet ID,Handle,Sentiment,Contains False Info,Verify,Engagement
Daily News - Trending | Breaking | Technology,2024-06-28 07:26:41+00:00,"Magnitude 7.2 Earthquake Hits Off Peru, Tsunami Threat Issuedhttps://savinews.com/magnitude-7-2-earthquake-hits-off-peru-tsunami-threat-issued/…#PeruEarthquake #TsunamiThreat #Magnitude7.2 #PeruStrong #EarthquakeAlert #NaturalDisaster #EmergencyResponse #StaySafePeru #PrayF",0,0,0,"['#PeruEarthquake', '#TsunamiThreat', '#Magnitude7', '#PeruStrong', '#EarthquakeAlert', '#NaturalDisaster', '#EmergencyResponse', '#StaySafePeru', '#PrayF']",[],tweet_id:1806590024219300113,@mirror7news,0.0,False,False,0
Dr. Samir Kumar,2024-06-28 06:49:36+00:00,"No country can cope with nature's disaster! Even NYC is submerged with 200+ mm of rainfall in 24 hours.
Let's help those affected, not play the blame game. #flooding #naturaldisaster #infrastructure #DelhiRains #delhirain",0,0,0,"['#flooding', '#naturaldisaster', '#infrastructure', '#DelhiRains', '#delhirain']",[],tweet_id:1806580692794626125,@MistakeSage,-0.4,False,False,0
Asianet Newsable,2024-06-28 06:01:31+00:00,"Tragic Lightning Strike in Mahoba: Two Shepherds Killed, Three Injured
.#MahobaLightningStrike #TragicIncident #ShepherdsKilled #LightningStrikeIndia #MahobaNews #RuralIndia #WeatherAlert #LightningSafety #BreakingNews #IndiaNews #MahobaDistrict #NaturalDisaster #TragedyInMahoba",0,0,0,"['#MahobaLightningStrike', '#TragicIncident', '#ShepherdsKilled', '#LightningStrikeIndia', '#MahobaNews', '#RuralIndia', '#WeatherAlert', '#LightningSafety', '#BreakingNews', '#IndiaNews', '#MahobaDistrict', '#NaturalDisaster', '#TragedyInMahoba']",[],tweet_id:1806568590889382182,@AsianetNewsEN,-0.475,False,False,0
SCMJobs,2024-06-27 21:00:02+00:00,Fortify Your Automotive Supply Chain Against Natural Disasters: Strategies for Resilience#AutomotiveSupplyChain #NaturalDisaster #LogisticsManagement #AutomotiveSupplyChain #supplychainmanagement #WarehouseManagement #Ecommerce #supplychain #SupplyChainLogistics #SCMJobs,0,0,0,"['#AutomotiveSupplyChain', '#NaturalDisaster', '#LogisticsManagement', '#AutomotiveSupplyChain', '#supplychainmanagement', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1806432321609912705,@SCMJobs247,0.1,False,False,0
Monroe County Board of Commissioners,2024-06-27 20:35:31+00:00," Beware of Scams After a Natural Disaster! Monroe County has been declared a Natural Disaster area, which can lead to an increase in scams. Stay vigilant and protect yourself by following these tips:
Stay safe and informed! #MonroeCounty #NaturalDisaster #ScamAlert",0,0,0,"['#MonroeCounty', '#NaturalDisaster', '#ScamAlert']",[],tweet_id:1806426152895943126,@MonroeCoBoC,0.2125,False,False,0
Zensurance,2024-06-27 20:00:44+00:00,"Most #tornadoes occur in June and July, but they can happen anytime. 

Here are 6 ways a #smallbusiness can minimize #tornado damage to their properties.  https://ow.ly/gner50Sn78X  #BusinessInsurance #BusinessProperty #Canada #NaturalDisaster #RiskManagement",0,1,1,"['#tornadoes', '#smallbusiness', '#tornado', '#BusinessInsurance', '#BusinessProperty', '#Canada', '#NaturalDisaster', '#RiskManagement']",[],tweet_id:1806417401757470866,@zensurance,0.5,False,False,2
SCMJobs,2024-06-27 18:00:00+00:00,Building Automotive Resilience: Your Supply Chain Expertise Drives Success#AutomotiveResilience #NaturalDisaster #SupplyChainManagement #AutomotiveSupplyChain #supplychainjobs #WarehouseManagement #Ecommerce #supplychain #logistics #SupplyChainLogistics #SCMJobs,0,0,0,"['#AutomotiveResilience', '#NaturalDisaster', '#SupplyChainManagement', '#AutomotiveSupplyChain', '#supplychainjobs', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#logistics', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1806387017988690367,@SCMJobs247,0.0,False,False,0
Nicole,2024-06-27 17:40:33+00:00,"News and Notices
Natural Disaster Requests
If you have been impacted by a natural disaster and need priority service to replace a Separation Document ( equivalent),  “#NaturalDisaster” https://archives.gov/veterans #NationalDisaster #nationaldistaser",0,0,0,"['#NaturalDisaster', '#NationalDisaster', '#nationaldistaser']",[],tweet_id:1806382120715379109,@smith86n,0.1,False,False,0
Asha Fassbender,2024-06-27 15:52:20+00:00,"What to do if your house floods   #NaturalDisaster #Weather #EarthQuake #Emergency [Video]

Flooding is not just a problem for coastal states, it can happen across the country during all times of the year from torrential rains, snowmelt and storm ...https://energynewsvideo.com/what-to-do-if-your-house-floods-video/?uspl=mliaf01tw…",0,0,0,"['#NaturalDisaster', '#Weather', '#EarthQuake', '#Emergency']",[],tweet_id:1806354886650626184,@FassbenderENG,0.0,False,False,0
Paharaa,2024-06-27 13:30:00+00:00,ବଲାଙ୍ଗିର ମହରାପଦର ଆର୍ ବରଗଡ଼ ଦୁଆନଡିହି ଗାଁନେ ଚଡ଼କ ନେଲା ପାଞ୍ଚ ଜୀବନ୍...https://youtu.be/Xzpt85vdZD8#Odisha #Paharaa #LightningStrike #TragicDeath #StormAlert #WeatherWarning #StaySafe #NaturalDisaster #SevereWeather #SafetyFirst #RIP #BreakingNews,0,0,0,"['#Odisha', '#Paharaa', '#LightningStrike', '#TragicDeath', '#StormAlert', '#WeatherWarning', '#StaySafe', '#NaturalDisaster', '#SevereWeather', '#SafetyFirst', '#RIP', '#BreakingNews']",[],tweet_id:1806319070851321990,@Paharaa24x7,0.0,False,False,0
M. Jason Magboo,2024-06-27 13:11:06+00:00,Are you tired of juggling multiple accounting software for your company's financial records? https://bit.ly/4ezThXY#HelloGravity #CloudAccounting #Software #Better #Smarter #Decisions #NaturalDisaster #Recovery #RemoteWork #PowerPlatform #Business #Financial #Strategy,0,0,0,"['#HelloGravity', '#CloudAccounting', '#Software', '#Better', '#Smarter', '#Decisions', '#NaturalDisaster', '#Recovery', '#RemoteWork', '#PowerPlatform', '#Business', '#Financial', '#Strategy']",[],tweet_id:1806314314237673580,@jason_magboo,0.019999999999999997,False,False,0
Gujarat Expert,2024-06-27 12:00:00+00:00,"Smriti Van Earthquake Museum in Bhuj, Gujarat, remembers the 2001 earthquake. It shows how people recovered and rebuilt. 
.
.
.#EarthquakeMuseum #BhujGujarat #NaturalDisaster #GujaratTourism#gujarat  #gujarattravelbookingapp",0,0,0,"['#EarthquakeMuseum', '#BhujGujarat', '#NaturalDisaster', '#GujaratTourism', '#gujarat', '#gujarattravelbookingapp']",[],tweet_id:1806296419676106997,@expert59047,0.0,False,False,0
India News Himachal,2024-06-27 08:56:28+00:00,"Project Bhishm : हिमाचल में जहां आपदा, वहां पहुंचेगा अस्पताल | India News Himachal Pradesh#projectbhishm #naturaldisaster #flood #landslide #heavyrain #indianews #himachalprades",0,0,0,"['#projectbhishm', '#naturaldisaster', '#flood', '#landslide', '#heavyrain', '#indianews', '#himachalprades']",[],tweet_id:1806250231790469160,@indianewshp,0.0,False,False,0
The Truth International,2024-06-27 08:36:19+00:00,"Severe flooding has struck Nogales, Sonora, Mexico, following heavy rainfall.#Nogales #Sonora #MexicoFloods #NaturalDisaster",0,0,1,"['#Nogales', '#Sonora', '#MexicoFloods', '#NaturalDisaster']",[],tweet_id:1806245160159727717,@ttimagazine,-0.1,False,False,1
The Tools For Survival,2024-06-27 04:00:08+00:00,Our site has items for sanitation consideration during a disaster! Have a look!http://Thetoolsforsurvival.comhttps://maydaysupplies.com/hygiene-supplies/…#disasterpreparedness #disasterrelief #naturaldisaster #disastermanagement #preparedness #emergency #earthquake #hurricaneseason  #emergencykit,0,0,0,"['#disasterpreparedness', '#disasterrelief', '#naturaldisaster', '#disastermanagement', '#preparedness', '#emergency', '#earthquake', '#hurricaneseason', '#emergencykit']",[],tweet_id:1806175656021032972,@Tools4Surviving,0.0,False,False,0
Dragonfly,2024-06-26 20:45:00+00:00,"USA - Summer 24: ""Never seen anything like this before."" Video from a boat captured large hailstones splashing into Utah's Lake Powell during a severe thunderstorm.#USA #NaturalDisaster #thunderstorm",0,0,0,"['#USA', '#NaturalDisaster', '#thunderstorm']",[],tweet_id:1806066151191130273,@DragonflyTimes,0.21428571428571427,False,False,0
SCMJobs,2024-06-26 18:00:02+00:00,Weatherproof Your Automotive Supply Chain: Hire Top Supply Chain Experts#AutomotiveSupplyChain #NaturalDisaster #LogisticsManagement #AutomotiveSupplyChain #supplychainmanagement #WarehouseManagement #Ecommerce #supplychain #logistics #SupplyChainLogistics #SCMJobs,0,0,0,"['#AutomotiveSupplyChain', '#NaturalDisaster', '#LogisticsManagement', '#AutomotiveSupplyChain', '#supplychainmanagement', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#logistics', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1806024635185820060,@SCMJobs247,0.5,False,False,0
Kelsey-Seybold Clinic,2024-06-26 16:14:25+00:00,"#Hurricane season is here, and it’s time to plan and prepare. Create a “go” bag that has all the essentials you’ll need for at least three days, plan out an #evacuationroute, and seek out shelters if necessary.  #NaturalDisaster #HurricanePreparedness #BePrepared #Houston",0,0,0,"['#Hurricane', '#evacuationroute', '#NaturalDisaster', '#HurricanePreparedness', '#BePrepared', '#Houston']",[],tweet_id:1805998057516888491,@KelseySeybold,-0.15,False,False,0
Winter Walk,2024-06-26 15:16:40+00:00,#morecommonthanyouthink #naturaldisaster #endthestigma #winterwalk #endhomelessness #dontwalkby,0,0,1,"['#morecommonthanyouthink', '#naturaldisaster', '#endthestigma', '#winterwalk', '#endhomelessness', '#dontwalkby']",[],tweet_id:1805983526266769751,@thewinterwalk,0.0,False,False,1
Tuckstuff,2024-06-26 15:14:48+00:00,Supposed Whitman Nebraska tornado damage on FB #whitman #nebraska #tornado #naturaldisaster #weather,0,1,8,"['#whitman', '#nebraska', '#tornado', '#naturaldisaster', '#weather']",[],tweet_id:1805983056668336181,@Tuckstuff_,0.0,False,False,9
SCMJobs,2024-06-26 15:00:02+00:00,Strengthening Automotive Supply Chains for Maximum Resilience#AutomotiveSupplyChain #NaturalDisaster #LogisticsManagement #SupplyChainResilience #supplychainmanagement #WarehouseManagement #Ecommerce #supplychain #logistics #SupplyChainLogistics #SCMJobs,0,0,0,"['#AutomotiveSupplyChain', '#NaturalDisaster', '#LogisticsManagement', '#SupplyChainResilience', '#supplychainmanagement', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#logistics', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1805979339923878045,@SCMJobs247,0.0,False,False,0
Right News,2024-06-26 13:54:13+00:00,"#naturaldisaster #extremeweather 
 #iowa 
Share the video and subscribe to our channel!",0,0,0,"['#naturaldisaster', '#extremeweather', '#iowa']",[],tweet_id:1805962774557925453,@NRU_NEWS,0.0,False,False,0
Al-Mukhbir,2024-06-26 11:09:25+00:00,"Breaking News: On Wednesday, a magnitude-4.5 earthquake hit Yongsheng County in Yunnan Province, China at a depth of 15 kilometers.#YunnanEarthquake #China #BreakingNews #EarthquakeAlert #China #EarthQuake #NATO #Naturaldisaster #Flood #NewsUpdates",0,1,1,"['#YunnanEarthquake', '#China', '#BreakingNews', '#EarthquakeAlert', '#China', '#EarthQuake', '#NATO', '#Naturaldisaster', '#Flood', '#NewsUpdates']",[],tweet_id:1805921303624401261,@al_mukhbir,0.0,False,False,2
SCMJobs,2024-06-25 21:00:01+00:00,Weathering the Storm: Supply Chain Professionals Power Automotive Resilience#SupplyChainResilience #NaturalDisaster #LogisticsManagement #AutomotiveSupplyChain #supplychainmanagement #WarehouseManagement #Ecommerce #supplychain #logistics #SupplyChainLogistics #SCMJobs,1,0,1,"['#SupplyChainResilience', '#NaturalDisaster', '#LogisticsManagement', '#AutomotiveSupplyChain', '#supplychainmanagement', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#logistics', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1805707544746508591,@SCMJobs247,0.0,False,False,2
SCMJobs,2024-06-25 19:00:00+00:00,Fortifying Automotive Supply Chains for Maximum Resilience#AutomotiveSupplyChain #NaturalDisaster #LogisticsManagement #AutomotiveSupplyChain #supplychainmanagement #WarehouseManagement #Ecommerce #supplychain #logistics #SupplyChainLogistics #SCMJobs,0,0,0,"['#AutomotiveSupplyChain', '#NaturalDisaster', '#LogisticsManagement', '#AutomotiveSupplyChain', '#supplychainmanagement', '#WarehouseManagement', '#Ecommerce', '#supplychain', '#logistics', '#SupplyChainLogistics', '#SCMJobs']",[],tweet_id:1805677340514717878,@SCMJobs247,0.0,False,False,0
Vishwanath Maheshwari (Modi Ka Pariwar),2024-06-25 16:49:00+00:00,"""हार नहीं मानने वाले""
Remel Cyclone
.
.
.#remelcyclone #meghalaya #cycloneremal #CycloneRemal #weatheralert #tropicalstorm #naturaldisaster #stayinformed #emergencyresponse #preparedness #safetyfirst #heavyrain #strongwinds #takeaction #beprepared #emergencymanagement",0,0,0,"['#remelcyclone', '#meghalaya', '#cycloneremal', '#CycloneRemal', '#weatheralert', '#tropicalstorm', '#naturaldisaster', '#stayinformed', '#emergencyresponse', '#preparedness', '#safetyfirst', '#heavyrain', '#strongwinds', '#takeaction', '#beprepared', '#emergencymanagement']",[],tweet_id:1805644372014514378,@VishwanathMahe9,0.0,False,False,0
DT Next,2024-06-25 16:10:13+00:00,#landslide #HimachalPradesh #NH707 #traffic #sirmaurdistrict #paontasahib #roadblockage #naturaldisaster,0,0,0,"['#landslide', '#HimachalPradesh', '#NH707', '#traffic', '#sirmaurdistrict', '#paontasahib', '#roadblockage', '#naturaldisaster']",[],tweet_id:1805634614876323947,@dt_next,0.0,False,False,0
Tidal Loans,2024-06-25 15:01:12+00:00,"Not only is Hurricane season is upon us, but hail as well. Mike Jaco gives us home and auto insurance tips on how to fend off these kinds of natural disasters.  #Houston #Homeinvestments #Hardmoneyloan #FloodInsurance #naturaldisaster",0,0,0,"['#Houston', '#Homeinvestments', '#Hardmoneyloan', '#FloodInsurance', '#naturaldisaster']",[],tweet_id:1805617243067224318,@TidalLoans,0.05,False,False,0
Know Afrika,2024-06-25 11:03:15+00:00,"At least 24 people have lost their lives due to severe flooding and landslides triggered by heavy rains in Ivory Coast. The intense weather has caused significant damage, displacing communities and disrupting daily life. #NaturalDisaster #RescueEfforts #ClimateImpact #KnowAfrika",1,0,0,"['#NaturalDisaster', '#RescueEfforts', '#ClimateImpact', '#KnowAfrika']",[],tweet_id:1805557362704384353,@AfrikaKnow,-0.008333333333333331,False,False,1
Vartamanam,2024-06-25 10:40:41+00:00,Dam collapse in America causes rapid flooding | వర్తమానం 25-6-2024 #DamCollapse #America #Flooding #NaturalDisaster #vartamanam #Emergency #DailyNews #TeluguNews,0,1,1,"['#DamCollapse', '#America', '#Flooding', '#NaturalDisaster', '#vartamanam', '#Emergency', '#DailyNews', '#TeluguNews']",[],tweet_id:1805551681360318644,@Vartamanamnews,0.0,False,False,2
Sivakumaran C,2024-06-25 10:35:05+00:00,"#floods #china #ChinaStory #naturaldisasterMassive floods due to heavy rainfalls in Changsha of Hunan province, China  (24.06.2024)",0,0,0,"['#floods', '#china', '#ChinaStory', '#naturaldisaster']",[],tweet_id:1805550274087432349,@sivakumaranvlsi,-0.1625,False,False,0
Prithvi Raj,2024-06-25 05:31:08+00:00,"""Switzerland Floods: Unbelievable Scenes! "" #SwitzerlandFloods #Flooding2024 #ExtremeWeather #NaturalDisaster #ClimateChange #FloodRelief #EmergencyResponse #WeatherUpdate #Nature #DisasterNews #Switzerland #FloodWatch",0,0,0,"['#SwitzerlandFloods', '#Flooding2024', '#ExtremeWeather', '#NaturalDisaster', '#ClimateChange', '#FloodRelief', '#EmergencyResponse', '#WeatherUpdate', '#Nature', '#DisasterNews', '#Switzerland', '#FloodWatch']",[],tweet_id:1805473781630001551,@prithvidom,-0.3125,False,False,0
ShaFilms Stock Footage,2024-06-25 05:30:00+00:00,Witness the dramatic impact of Hurricane Harvey as cars are submerged in flooded water in Houston. #HurricaneHarvey #HoustonFlood #StormAftermath #DroneFootage #NaturalDisaster #HoustonStrong,0,0,0,"['#HurricaneHarvey', '#HoustonFlood', '#StormAftermath', '#DroneFootage', '#NaturalDisaster', '#HoustonStrong']",[],tweet_id:1805473496006340990,@shabazzshareef,-0.4333333333333333,False,False,0
ShaFilms Stock Footage,2024-06-25 05:00:00+00:00,Check out this gripping footage of a flooded street in Houston after a major storm. #HoustonFlood #StormAftermath #AerialView #DroneFootage #HoustonWeather #NaturalDisaster,0,0,0,"['#HoustonFlood', '#StormAftermath', '#AerialView', '#DroneFootage', '#HoustonWeather', '#NaturalDisaster']",[],tweet_id:1805465947282509980,@shabazzshareef,0.28125,False,False,0
ShaFilms Stock Footage,2024-06-25 04:00:00+00:00,Witness the aftermath of Hurricane Harvey with this aerial view of a flooded Houston neighborhood. #HurricaneHarvey #HoustonFlood #AerialView #DroneFootage #HoustonStrong #NaturalDisaster,0,0,0,"['#HurricaneHarvey', '#HoustonFlood', '#AerialView', '#DroneFootage', '#HoustonStrong', '#NaturalDisaster']",[],tweet_id:1805450849184870789,@shabazzshareef,0.0,False,False,0
Cocomagic,2024-06-25 00:45:07+00:00,Tsunami. #cocomagic #ai #aiartdaily #aiartdaily  #NaturalDisaster #EpicNature #WavePower #RealisticTsunami #AweInspiring #NatureSpectacle#Disaster #NaturalDisaster #Catastrophe #ForceOfNature #ExtremeWeather #ClimateCrisis #Emergency,0,0,1,"['#cocomagic', '#ai', '#aiartdaily', '#aiartdaily', '#NaturalDisaster', '#EpicNature', '#WavePower', '#RealisticTsunami', '#AweInspiring', '#NatureSpectacle', '#Disaster', '#NaturalDisaster', '#Catastrophe', '#ForceOfNature', '#ExtremeWeather', '#ClimateCrisis', '#Emergency']",[],tweet_id:1805401802927751365,@_trip_of_life,0.0,False,False,1
Nadia Stephen Publisher,2024-06-25 00:32:44+00:00,#GatesFoundation Chairman #BillGates on Monday visited the National Emergencies Operations Centre (NEOC). #naturaldisaster #catastropheshttps://nadiastephen.com/NSP-NEWS-WORLD-1/gates-visits-emergencies-operations-centre-pakistan…,0,0,0,"['#GatesFoundation', '#BillGates', '#naturaldisaster', '#catastrophes']",[],tweet_id:1805398689042874443,@StephenNadia,0.0,False,False,0
Thenewshimachal,2024-06-24 15:23:16+00:00," Tragic cloudburst in Gambharpul, Himachal Pradesh, causes significant debris flow. Thankfully, no casualties reported. #HimachalPradesh #NaturalDisaster #StaySafe",0,0,0,"['#HimachalPradesh', '#NaturalDisaster', '#StaySafe']",[],tweet_id:1805260409794117769,@Thenewshimachal,-0.1875,False,False,0
NewsCapital Gujarat,2024-06-24 15:15:00+00:00,"કુદરતનો ક્રોધ 
જુઓ આજે રાત્રે 9:30 કલાકે #heatwavealert #HeatWave #NewsCapitalGujarat #JaneCheGujarat #NaturalDisaster",0,0,3,"['#heatwavealert', '#HeatWave', '#NewsCapitalGujarat', '#JaneCheGujarat', '#NaturalDisaster']",[],tweet_id:1805258328919969794,@NewsCapitalGJ,0.0,False,False,3
